Trade Date,Order Type,Security,Cusip,Transaction Description,Quantity,Executed Price,Commission,Net Amount
2/12/2026,Buy,AAPL,037833100,"APPLE INC DIVIDEND REINVESTMENT",0.163,278.26291,0.0000,45.35
5/14/2026,Buy,AAPL,037833100,"APPLE INC DIVIDEND REINVESTMENT",0.289,295.9193,0.0000,85.52

