Date,AAL,AAPL,ADBE,ADPT,AGRX,AMAT,AMD,AMZN,ASML,ASTS,ATRO,AVGO,BE,BLK,BRK.B,CAT,CCJ,COPX,CRM,CSCO,CVX,DAL,DASH,DIS,DKS,EA,GE,GH,GLUU,GOLD,GOOGL,GPRO,GS,IAU,IBN,INFY,INTC,IREN,JNJ,JPM,KTOS,LEU,LMT,LRCX,MA,MDB,META,MOH,MSFT,MU,NBIS,NFLX,NOC,NOK,NVDA,ORCL,PEN,PL,PLTR,PYPL,QBTS,QCOM,QUBT,RDDT,RGTI,RIVN,RKLB,RTX,S,SHOP,SLAB,SLB,SLV,SNAP,SNDK,STX,TCGL,TEAM,TSLA,TSM,TXN,UAL,UBER,UEC,UNH,URA,UUUU,V,VLO,VMW,VOO,VRTX,WDC,WKHS,WMT,WORK,ZS
2019-06-03,27.2000,43.3250,259.0300,,,38.7800,27.5800,84.6345,186.9800,,41.2300,25.3180,10.7100,419.9000,198.5600,120.6500,10.3200,18.7100,145.1000,51.7800,115.9900,52.1000,,132.4700,35.6900,91.3100,47.4988,78.1700,,6.8000,51.9370,6.1200,183.1900,25.3600,11.9500,10.4500,43.4600,,131.4400,106.4600,22.3500,3.4200,344.5700,17.2430,242.2600,130.5600,164.1500,145.1300,119.8400,32.6900,,33.6630,306.9400,4.9900,3.3445,50.2400,144.3200,,,105.5200,,66.6600,5.0000,,,,,79.8364,,26.5000,94.3300,35.4900,13.8700,11.6900,,42.5200,,117.3000,11.9313,38.8200,105.1700,77.7200,41.2500,1.3500,236.5600,11.7100,2.7800,158.6000,72.0000,,252.1200,166.6400,28.0272,5130.0000,33.9867,,66.9000
2019-06-04,29.1200,44.9100,268.7100,,,40.4200,29.5700,86.4780,190.4600,,41.4000,26.5700,10.8000,434.5300,201.5900,122.0800,10.3000,19.1900,150.8100,53.2300,117.3000,54.3100,,134.8200,36.7300,94.1300,49.8414,85.2700,,6.6250,52.7245,6.1400,189.8800,25.4000,11.9100,10.5800,44.7900,,133.7300,109.7400,22.7800,3.5300,349.3500,18.0420,249.1800,138.2100,167.5000,152.5600,123.1600,34.4900,,35.3400,312.2700,5.0300,3.5750,52.0200,150.5200,,,108.7300,,68.4500,5.0000,,,,,81.4160,,27.4000,98.1900,35.7300,13.8900,12.9500,,44.1600,,122.6500,12.9067,39.0600,109.1200,80.5200,42.7500,1.3500,240.7600,11.8000,2.8400,162.3300,73.8500,,257.6700,171.2700,29.5843,5190.0000,34.1867,,71.9600
2019-06-05,30.3600,45.6350,272.8600,,,40.5900,29.5000,86.9250,189.4000,,43.3700,26.5720,10.7400,438.1500,203.3000,123.1200,10.1300,18.8800,158.4400,54.7500,117.6500,54.9400,,135.9400,36.1600,95.2500,49.2931,87.5800,,6.7550,52.2320,6.0800,188.4400,25.4600,11.8300,10.4400,44.5500,,134.3800,110.1300,22.6000,3.4000,352.7000,18.2320,256.2600,148.8700,168.1700,153.3400,125.8300,33.3400,,35.5730,316.7700,5.0500,3.5320,52.1000,152.5600,,,110.7700,,67.0200,5.0000,,,,,82.6683,,29.2520,97.9800,34.9400,13.8800,12.9400,,44.0500,,126.4300,13.1060,38.2300,109.4800,81.8500,45.0000,1.3300,242.7700,11.6800,2.8700,165.3900,73.1400,,259.8500,173.2700,28.6470,6480.0000,34.8067,,72.4500
2019-06-06,30.3800,46.3050,274.8000,,,41.3800,31.8200,87.7180,192.7600,,43.7500,27.2790,10.1000,439.2300,204.7700,123.3900,10.1100,18.9100,159.3100,55.1000,120.6800,54.6900,,137.2100,35.7400,96.3900,49.4426,87.9300,,6.4400,52.3880,5.9300,189.8100,25.5200,11.8800,10.5300,45.1000,,136.6800,110.3700,22.2200,3.3500,352.5200,18.4640,257.8300,147.7400,168.3300,155.2800,127.8200,33.4700,,35.7130,314.8200,5.0200,3.5945,52.5900,154.7400,,,111.7800,,67.5900,5.0000,,,,,82.8634,,29.7060,97.3000,35.0500,13.9200,13.8200,,44.4000,,127.7100,13.7300,38.4400,110.1900,82.9600,44.9200,1.2900,241.8200,11.6900,2.9300,166.9200,74.4700,,261.5400,167.7500,28.7150,6240.0000,35.0367,,72.3300
2019-06-07,30.9200,47.5375,278.1600,,,41.5100,32.4100,90.2015,196.6200,,42.7300,27.4870,10.2200,444.1100,205.8100,124.4600,10.2700,19.1300,161.2700,55.9300,121.4800,55.0700,,138.0400,35.1800,96.9900,49.7417,90.8500,,6.4950,53.4185,5.8400,189.8100,25.6600,11.9500,10.6300,46.0300,,138.5500,109.1600,22.3800,3.1100,355.2300,18.6680,265.8000,169.9700,173.3500,153.7300,131.4000,33.9900,,36.0870,318.2900,5.0800,3.6375,53.2600,160.8100,,,114.0200,,68.6900,5.0000,,,,,83.1655,,30.5050,98.0800,35.6000,14.0600,13.8700,,43.5600,,131.4300,13.6333,38.8200,111.1700,83.2700,44.1600,1.2900,246.7700,11.8600,3.0100,170.0500,74.7300,,264.1500,173.5100,27.9214,6840.0000,35.3533,,75.5100
2019-06-10,30.7600,48.1450,280.3400,,,43.1400,33.2300,93.0315,198.2600,,42.2700,28.0210,10.4300,443.8100,207.1600,125.7400,10.1800,19.2900,152.7900,56.4200,122.2900,54.7300,,137.0700,35.4400,95.5100,50.0906,90.2700,,6.5000,54.1380,5.9200,194.1200,25.4400,11.9100,10.7800,46.8000,,139.0200,110.3400,21.6900,3.1900,351.6000,19.1170,266.1000,172.3600,174.8200,152.5500,132.6000,34.9400,,35.2010,311.3100,4.9800,3.7108,54.0100,165.5800,,,115.6200,,70.5400,5.1000,,,,,80.5601,,30.6730,100.6500,35.4700,13.7800,13.7700,,43.9500,,133.0000,14.1920,39.6200,112.6300,82.6700,42.6100,1.3000,248.1400,11.8300,3.0700,170.8200,75.8600,,265.3900,172.8400,28.7075,8550.0000,35.8400,,76.9200
2019-06-11,30.5800,48.7025,275.9900,,,43.7500,32.4100,93.1850,200.1000,,42.9400,28.3480,10.4800,443.1200,206.6300,127.2800,10.2000,19.8200,150.1500,57.1100,121.1700,54.8800,,135.0800,34.8100,94.5800,50.4394,87.1100,,6.5000,54.0520,6.0200,194.7300,25.3800,12.0400,10.8400,46.8500,,139.7800,110.6800,20.9900,3.4900,344.0400,18.9920,263.6600,163.0300,178.1000,152.0600,132.1000,34.8400,,35.1270,300.7300,5.1600,3.7687,53.9400,165.2100,,,114.6000,,71.2400,5.1000,,,,,77.3694,,30.6710,100.1800,36.6900,13.8100,13.5400,,43.7900,,128.9300,14.4733,39.9600,112.9300,82.7700,42.4500,1.3100,245.8700,11.9200,3.0800,170.3100,76.3600,,265.3400,172.0000,29.0325,7770.0000,35.9800,,75.8300
2019-06-12,31.1000,48.5475,276.8400,,,41.5000,32.1800,92.7660,196.8200,,43.3500,27.9730,10.5000,446.2500,204.5700,127.1000,10.2100,19.6900,151.2800,55.8600,120.1900,55.4500,,135.7200,34.2900,92.6700,51.2369,87.6200,,6.1050,53.9550,6.0000,190.2200,25.5200,11.9200,10.8000,46.3200,,141.6800,109.2700,21.6400,3.2800,345.5100,17.9880,263.8500,166.3200,175.0400,147.9100,131.4900,32.9600,,34.5560,304.8500,5.1000,3.6550,53.6200,163.0900,,,114.5000,,69.5900,5.1000,,,,,78.0806,,31.0140,97.9200,35.5800,13.8400,13.7500,,43.6400,,128.9700,13.9507,39.4600,110.3400,83.7900,42.1700,1.3000,244.5000,11.9100,3.0400,171.5900,76.5000,,264.8400,170.6300,27.3923,7290.0000,36.2733,,77.1700
2019-06-13,33.0900,48.5375,276.3000,,,41.6500,31.3900,93.5150,197.9300,,44.2000,28.1610,11.2900,448.2800,204.9900,127.1700,10.4000,19.7400,151.3400,56.1700,120.9100,56.5200,,141.7400,33.3700,93.5700,51.3864,89.8100,,6.1000,54.5505,5.8800,191.4500,25.6600,11.9400,10.6200,46.7000,,140.7100,109.5400,21.9800,3.0100,349.0800,18.0190,261.2000,166.9600,177.4700,148.0800,132.3200,33.3800,,34.3430,307.6300,5.0800,3.7065,53.8400,163.6300,,,115.7200,,69.9300,5.7500,,,,,78.5463,,30.6990,98.7900,36.7900,13.9600,14.1100,,44.5600,,130.2800,14.2607,39.4500,111.1800,87.1100,44.3100,1.3100,244.9600,11.9700,3.1300,169.3500,77.2600,,266.0200,168.8900,28.2237,7200.0000,36.2167,,79.7200
2019-06-14,32.6800,48.1850,274.2800,,,41.2300,30.3600,93.4835,192.0200,,39.4900,26.5930,11.1100,446.9700,205.1600,127.2300,10.3200,19.5200,150.0100,54.7500,120.8100,55.9900,,141.6500,33.9200,92.7300,50.9877,88.8200,,6.2040,54.3150,5.7700,191.6600,25.6600,11.9100,10.6000,46.1900,,140.0900,109.8200,21.6900,3.3500,350.1400,17.6800,260.1000,165.6800,181.3300,144.9300,132.4500,32.6600,,33.9730,309.4300,4.9500,3.6160,53.2800,166.8300,,,116.1700,,68.7200,6.8000,,,,,78.8546,,30.5110,95.4500,35.9300,13.9100,13.9600,,44.2600,,129.9100,14.3280,37.8400,107.3100,87.1200,43.2300,1.3400,245.3700,11.8700,3.1300,169.6600,76.7600,,265.6200,170.2200,27.4603,7590.0000,36.3567,,77.6700
2019-06-17,32.5600,48.4725,275.6000,,,40.5000,29.2000,94.3015,189.6400,,38.8500,26.5970,11.7900,440.1200,203.4800,127.3200,10.2400,19.5200,150.2900,55.4000,121.3900,55.6700,,140.9700,34.2100,92.4400,50.0906,89.5500,,6.3300,54.6945,5.7700,190.8300,25.6400,11.7800,10.6000,46.1300,,139.4400,109.2200,21.0300,3.1400,348.6900,17.2510,259.2000,164.9700,189.0100,146.5900,132.8500,32.4300,,35.0620,309.4700,4.9700,3.6258,53.1300,166.9500,,,117.1600,,69.1100,6.6000,,,,,78.1812,,30.5850,95.2800,36.6600,13.9000,13.5500,,44.3600,,130.6500,15.0020,37.6600,106.7200,86.7700,43.7800,1.3000,245.9700,11.8000,3.1200,169.5600,76.9300,,265.8600,173.7800,27.4150,7260.0000,36.3867,,76.7400
2019-06-18,32.5200,49.6125,276.7800,,,42.3100,30.4500,95.0685,194.7200,,39.0900,27.8050,12.0700,449.3100,206.0100,130.3300,10.4200,20.2300,150.5900,56.0500,122.9300,56.0300,,139.2400,33.8600,92.0300,51.9347,91.1100,,6.4450,55.2620,5.9400,194.9800,25.7600,11.9600,10.7500,47.3700,,140.2300,110.7100,21.7800,3.2500,353.5200,18.0440,258.8100,166.3600,188.4700,145.8500,135.1600,34.2900,,35.7120,313.1900,5.0100,3.8220,52.9000,167.3900,,,115.9800,,71.9600,5.0000,,,,,79.6853,,30.4210,99.8600,36.9300,14.0500,14.8600,,45.5300,,129.5500,14.9827,39.2100,111.0400,87.4000,43.8600,1.3000,245.7000,11.9500,3.1400,169.2800,77.8000,,268.5100,177.9400,28.8057,7050.0000,36.5500,,78.0000
2019-06-19,33.2100,49.4675,291.2100,,,42.5300,30.5000,95.4395,196.8200,,38.8700,27.7490,12.1700,454.9500,206.7500,130.6100,10.4100,20.2200,154.1400,56.1300,122.8900,56.3600,,140.9200,33.8500,92.5800,51.5360,89.4800,,6.3750,55.2255,5.9700,195.6400,25.9400,11.9300,10.6000,47.0700,,140.4500,109.9100,22.0200,3.0700,355.7300,18.1420,259.8700,174.0100,187.4800,146.3700,135.6900,33.9400,,36.3520,315.1900,5.0400,3.8280,52.6800,166.4100,,,117.1400,,71.8000,5.0000,,,,,79.7734,,32.7020,99.4100,36.5100,14.1700,14.6700,,45.4400,,132.7700,15.0953,39.4000,111.3000,88.6600,44.8600,1.3000,250.1900,11.9800,3.1500,170.6900,78.1600,,269.2200,181.7500,29.3575,6480.0000,36.5400,,79.8800
2019-06-20,32.1500,49.8650,302.1100,,,43.2100,30.0100,95.9095,201.6600,,38.8200,27.9050,12.4400,465.5800,208.0400,133.6300,10.5800,20.7000,157.2000,57.4100,124.2800,55.9700,,142.0200,33.9500,93.1900,52.9814,89.6000,,6.3950,55.6600,5.8500,195.7000,26.5800,12.3700,10.7700,47.1900,,142.2100,110.1900,22.7800,3.1000,362.8000,18.3960,266.7900,173.7400,189.5300,146.4400,136.9500,34.1500,,36.5210,323.8200,5.1700,3.8525,56.9900,165.2200,,,118.7900,,72.7400,5.0000,,,,,81.8313,,32.8010,99.0400,38.2500,14.4500,14.8400,,46.1900,,135.0500,14.6413,40.5100,112.7100,87.1400,43.8600,1.3400,247.7600,12.2500,3.1800,173.7400,79.7500,,271.7300,182.1700,29.9622,6960.0000,36.7733,,79.1800
2019-06-21,31.5700,49.6950,299.3300,,,42.9600,29.1000,95.5650,202.2700,,39.0900,27.3990,11.7200,468.2400,206.2100,133.8900,10.6300,20.8700,156.8400,57.0300,124.9300,55.9900,,140.2300,34.1700,95.3300,52.2337,88.4700,,6.1500,56.2685,5.8500,195.9400,26.7800,12.2400,10.7200,47.4600,,142.0900,109.4400,22.2400,3.1000,359.3600,18.3030,264.4700,169.8700,191.1400,150.8000,136.9700,33.2500,,36.9210,322.1600,5.1600,3.7940,56.1200,164.8200,,,116.2100,,72.7200,5.0000,,,,,81.0258,,32.6850,96.7200,38.8800,14.3600,14.5600,,46.4600,,132.8700,14.7907,40.5200,112.3200,86.7200,44.0000,1.3600,252.2800,12.2000,3.2300,173.4400,81.9100,,271.4100,183.9700,30.2645,8190.0000,37.0433,,77.2400
2019-06-24,31.8200,49.6450,299.8700,,,42.3300,29.2600,95.6950,202.8000,,40.4100,27.9200,11.5600,463.4000,206.8500,134.3700,10.6000,20.9400,152.5600,57.1800,124.9100,56.0700,,139.2200,33.9300,99.0000,51.2369,88.1400,,6.4950,55.8350,5.7200,197.4900,27.1800,12.2900,10.6800,47.6300,,143.0600,108.6600,22.3800,3.0300,359.9800,18.1270,265.3000,165.3000,192.6000,147.3300,137.7800,33.1900,,37.1040,321.4800,5.0400,3.8165,56.7400,164.5900,,,116.5000,,73.1600,4.2500,,,,,81.9257,,31.1830,96.3500,38.6500,14.4600,14.7600,,47.3200,,130.5500,14.9093,39.9800,112.7300,86.5500,43.0900,1.3200,249.6400,12.1700,3.0200,173.8500,80.7600,,271.0600,181.0200,31.0128,7920.0000,37.0800,,75.4600
2019-06-25,31.2600,48.8925,287.9700,,,41.9800,28.8600,93.9135,199.0400,,40.9800,27.6510,11.5300,458.3600,208.0700,133.7100,10.4100,20.7600,149.3400,56.0800,123.6400,55.9200,,139.9400,34.0400,96.9000,50.9379,86.6300,,6.6795,54.3790,5.6700,196.0600,27.2400,12.4100,10.6500,46.8500,,144.2400,107.7600,21.8500,3.0600,360.5600,17.5820,259.7300,158.5900,188.8400,145.3500,133.4300,32.6800,,36.0300,321.1500,4.9900,3.7870,56.0700,166.9700,,,114.4400,,72.5500,4.2500,,,,,81.1957,,28.4040,95.4500,38.5800,14.3800,14.5300,,46.2100,,125.7400,14.6507,38.9200,111.4800,85.0600,43.0900,1.3200,247.6600,12.0700,2.9000,171.2800,81.6300,,268.3800,180.1500,31.0658,8550.0000,36.9067,,73.8200
2019-06-26,31.4600,49.9500,288.7200,,,43.5800,29.9200,94.8915,204.3900,,40.7800,28.1440,11.8200,460.9600,208.5100,135.1500,10.5500,20.9900,149.0400,56.6000,123.9300,56.3800,,140.4000,33.7400,97.3200,51.1871,82.7000,,6.5500,54.0160,5.6200,197.0100,26.9600,12.5100,10.6600,48.1900,,141.8500,108.4800,22.1800,3.2200,359.5000,18.1280,261.3000,150.6900,187.6600,137.7900,133.9300,37.0400,,36.2200,318.7000,5.0200,3.9815,56.6600,161.9600,,,114.1500,,74.9500,4.2500,,,,,80.4028,,28.9030,98.8900,39.0200,14.3200,14.7100,,47.2500,,128.3500,14.6180,39.0800,114.4300,85.3300,42.5000,1.3000,243.4700,12.0900,2.9300,171.0600,84.9300,,268.1200,177.6600,33.3333,8760.0000,36.7200,,74.3000
2019-06-27,32.1500,49.9350,293.2300,40.3000,,44.6900,30.7400,95.2140,204.9900,,41.5000,28.5710,11.6400,464.4800,212.0200,135.5000,10.4500,20.7500,150.6900,55.7300,123.1100,56.8200,,139.3000,34.2600,99.1400,51.8350,84.1700,,6.6000,53.8315,5.5200,199.3200,26.9600,12.6000,10.6200,47.4600,,140.6900,108.8400,22.1600,3.1300,359.0900,18.6130,261.1000,151.4900,189.5000,141.3400,134.1500,38.0700,,37.0020,318.2800,4.9700,4.0807,56.7700,160.0200,,,113.6700,,75.4300,4.2500,,,,,81.1643,,30.0960,102.0800,39.1100,14.2800,14.5800,,46.7200,,131.0400,14.8560,39.5900,115.8600,86.4300,45.1300,1.3400,246.3400,11.9700,2.9300,171.2300,83.9300,,267.6700,178.5800,33.6735,8520.0000,36.7000,,77.5000
2019-06-28,32.6100,49.4800,294.6500,48.3000,,44.9100,30.3700,94.6815,207.9300,,40.2200,28.7860,12.2700,469.3000,213.1700,136.2900,10.7300,20.8000,151.7300,54.7300,124.4400,56.7500,,139.6400,34.6300,101.2600,52.3334,86.3300,,6.5250,54.1400,5.4600,204.6000,27.0000,12.5900,10.7000,47.8700,,139.2800,111.8000,22.8900,3.2600,363.5400,18.7840,264.5300,152.0900,193.0000,143.1400,133.9600,38.5900,,36.7320,323.1100,5.0100,4.1058,56.9700,160.0000,,,114.4600,,76.0700,4.4500,,,,,81.9383,,30.0150,103.4000,39.7400,14.3300,14.3000,,47.1200,,130.8400,14.8973,39.1700,114.7600,87.5500,46.3800,1.3700,244.0100,12.1500,3.1300,173.5500,85.6100,,269.1500,183.3800,35.9410,8820.0000,36.8300,,76.6400
2019-07-01,32.8800,50.3875,300.9700,40.1000,,45.6800,31.2000,96.1095,214.9700,,41.8600,30.0350,12.5100,472.9300,214.6200,136.6000,10.7600,20.9000,154.0600,54.7400,124.8400,57.7900,,141.6500,34.9900,100.8900,52.9814,88.1300,,6.5000,55.0000,5.3800,206.8600,26.5000,12.6300,10.7000,48.0500,,139.3600,113.6800,22.7800,3.3800,361.4700,19.1340,266.7700,147.6700,193.0000,140.3100,135.6800,40.1100,,37.4600,318.5400,5.0300,4.1543,58.0100,160.4700,,,115.0300,,77.5200,4.4000,,,,,82.6558,,30.4680,105.0300,39.3200,14.1800,14.3500,,47.5100,,131.7700,15.1447,41.3800,117.1900,88.4500,44.2700,1.3600,242.6400,12.0100,3.0900,173.9400,84.2500,,271.4400,181.8400,37.5283,8910.0000,36.8733,,76.6100
2019-07-02,32.1900,50.6825,301.3900,38.8900,,44.6600,31.2400,96.7155,214.4200,,41.0000,29.5330,12.6300,469.8700,214.5400,135.8500,10.7400,20.9000,154.1200,55.8100,122.9300,58.5400,,142.5300,34.7400,102.7200,52.9315,85.7600,,6.4150,55.6300,5.3800,205.9800,27.0600,12.5700,10.7600,48.1200,,140.0300,113.8000,23.8200,3.3000,367.5700,18.7190,270.5700,154.0500,195.0000,140.8600,136.5800,39.6000,,37.5430,323.6900,5.0600,4.0557,58.4600,163.4300,,,116.1700,,77.0100,4.2500,,,,,83.0459,,31.1960,103.6700,39.1800,14.2900,14.1000,,47.4100,,133.7500,14.9700,40.8000,116.0600,88.8700,44.0000,1.3100,243.9700,12.0900,3.0100,175.2800,80.7000,,272.2300,179.5300,36.5306,8250.0000,37.2000,,78.9600
2019-07-03,32.7200,51.1025,305.7000,39.1600,,44.6700,31.1900,96.9500,213.8300,,41.0100,28.4890,12.4100,475.3500,215.1600,135.5900,10.7900,20.7900,155.5900,56.4800,123.3500,59.1500,,142.9800,35.6000,98.1100,52.8817,86.0000,,6.5550,56.1495,5.4400,206.0400,27.1200,12.5900,10.7400,48.5200,,142.1400,112.8200,24.0100,3.2700,370.3800,18.4860,273.0800,154.9800,197.2000,142.5300,137.4600,39.5900,,38.1720,325.2500,5.1200,4.0687,58.8600,159.7100,,,117.6800,,76.6300,4.2500,,,,,83.7004,,31.3330,104.0400,39.4900,14.3200,14.7600,,47.5300,,133.3600,15.6600,40.3300,115.9400,90.6700,44.2300,1.3400,245.2100,12.1200,2.9600,176.8700,81.9800,,274.3200,183.2600,36.2358,8400.0000,37.4400,,80.6400
2019-07-05,32.4600,51.0575,303.9800,40.5100,,43.9800,31.5000,97.1455,209.7500,,40.8700,28.2660,12.8100,478.6900,215.2500,135.4900,10.8100,20.3400,154.5800,56.6000,123.5400,58.7000,,142.4500,36.7400,93.6000,52.3334,86.0000,,6.4050,56.6335,5.5500,207.9000,26.8000,12.5600,10.6900,48.0800,,140.5700,113.4900,24.0900,3.4300,369.9200,18.3640,272.1400,155.9000,196.4000,143.5700,137.0600,39.4200,,38.0550,325.2000,5.0600,4.0058,59.2800,162.6800,,,117.1600,,76.6600,4.2500,,,,,83.4109,,31.3720,103.5500,39.5700,14.0600,15.2300,,47.2500,,135.1100,15.5400,39.9300,115.7500,90.5900,43.5300,1.3400,246.9900,12.0200,3.0400,176.6600,81.8400,,273.9700,178.3400,36.6742,8400.0000,37.3267,,83.0600
2019-07-08,32.7900,50.0050,302.9200,37.5100,,43.4500,32.0400,97.6160,208.0300,,39.8400,27.4960,12.9200,472.4400,215.1300,134.8400,10.8100,20.2000,152.8100,56.1900,123.6000,59.3700,,141.0200,36.9100,93.4400,50.8382,83.4200,,6.2500,55.8395,5.5900,205.7500,26.6400,12.3800,10.5600,47.8200,,140.9700,112.8700,23.7700,3.4500,369.1800,18.1400,271.2300,157.0400,195.7600,139.8500,136.9600,40.4100,,37.6160,323.9900,5.0400,3.9302,59.5300,164.5400,,,116.9500,,76.6300,4.2500,,,,,82.3600,,32.1000,102.4500,39.8900,14.0500,15.1400,,46.5900,,137.9300,15.3560,39.3200,114.9300,90.6700,42.9500,1.3200,247.8400,11.9200,3.0900,176.1900,81.3600,,272.6000,176.7500,37.6946,8520.0000,37.5733,,83.7900
2019-07-09,32.3600,50.3100,304.2000,37.0000,,43.9700,33.1500,99.4150,206.6100,,39.5900,27.5530,12.9600,473.8200,214.7500,134.2900,10.8300,19.6000,153.9500,56.3400,123.3500,58.9600,,141.6100,36.0100,92.0500,51.0874,84.7900,,6.2100,56.2145,5.6400,207.7700,26.7200,12.4200,10.4200,47.7500,,141.4100,113.3500,23.8500,3.4000,369.7300,18.3080,273.3400,157.7200,199.2100,136.7800,136.4600,41.3500,,37.9930,325.8100,5.0300,3.9327,59.6000,165.9700,,,118.3700,,76.5500,4.2500,,,,,82.0579,,32.1980,102.9000,40.2000,14.1400,15.2500,,46.0400,,140.6000,15.3373,39.6700,115.7800,89.4600,44.2000,1.4100,246.0000,11.9100,3.1800,177.7300,82.2400,,272.9400,178.4600,38.9116,9000.0000,37.6267,,84.3100
2019-07-10,32.9400,50.8075,306.9800,37.7000,,44.7200,33.7900,100.8705,208.1200,,38.9400,27.4500,13.0500,475.5400,214.0300,132.6400,10.7000,19.7900,156.2700,57.1300,125.4400,59.4700,,143.5400,35.9000,93.9600,50.8382,88.8500,,6.2000,57.0455,5.6200,205.9700,27.1400,12.4800,10.4800,48.2100,,141.2100,113.0200,24.1100,3.4200,368.1600,18.4220,275.3800,157.2300,202.7300,137.8700,137.8500,42.9000,,38.1000,324.0600,5.0600,4.0015,60.1500,170.0300,,,119.6400,,74.3600,4.2500,,,,,82.0957,,31.9010,104.1000,40.6200,14.2600,15.2600,,47.2400,,140.3600,15.9280,40.7100,116.6400,89.5100,43.7000,1.4300,247.4800,11.9700,3.0500,179.3100,83.4000,,274.2100,178.7600,40.8466,9450.0000,37.6600,,83.2900
2019-07-11,33.0300,50.4375,307.6000,37.6400,,45.2800,33.0600,100.0535,208.7400,,38.2000,27.6060,12.7400,480.0700,213.1700,133.9600,10.6400,19.8300,158.9000,57.3000,125.4300,60.1600,,143.5600,36.0000,93.4900,50.3896,89.5100,,6.2400,57.2040,5.5700,211.3500,26.9200,12.3900,10.7200,48.6000,,140.1100,114.1000,24.0100,3.3100,368.2300,18.4890,278.3200,158.0400,201.2300,143.3300,138.4000,43.4800,,37.9500,324.9300,5.0600,4.1570,59.9900,172.5100,,,120.6500,,73.7100,4.2500,,,,,82.6558,,31.5000,104.8500,40.9700,14.1700,15.5700,,46.6600,,140.9000,15.9067,40.9000,116.7200,89.4800,43.9900,1.4400,261.1600,11.9600,3.0400,180.7400,84.4300,,274.7600,176.0100,41.0129,9960.0000,37.9733,,82.2800
2019-07-12,33.7800,50.8250,309.4200,39.0000,,46.5100,33.2100,100.5500,208.1800,,38.9900,28.5390,13.0600,482.4600,214.1000,138.3600,11.1000,19.8000,158.0800,57.9500,125.9800,61.6500,,144.8800,37.2100,92.8200,51.6855,86.4000,,5.9000,57.2670,5.4800,213.9400,27.0800,12.3200,11.4000,49.9200,,134.3000,115.3000,24.0600,3.1700,369.4500,19.1240,279.5400,153.1000,204.8700,144.8700,138.9000,44.5100,,37.3250,329.5300,5.1000,4.1902,59.8100,169.6900,,,120.1200,,74.9000,4.2500,,,,,84.1536,,31.0020,106.0900,40.8100,14.2600,15.6100,,47.6200,,138.5550,16.3387,41.2300,118.3200,91.2300,43.9900,1.0700,265.9000,11.9100,1.9300,180.3300,84.7500,,276.1100,175.7900,41.7989,10470.0000,38.2000,,81.8700
2019-07-15,33.6100,51.3025,308.7600,38.1400,,46.2800,34.3900,101.0495,206.7600,,38.7200,28.8340,12.3100,481.7000,213.5400,139.6400,10.2200,19.9500,159.6500,58.0500,125.7200,61.7000,,145.0600,37.7400,92.2200,51.1871,92.9700,,6.0250,57.5255,5.5100,211.5800,27.0800,12.2400,11.5000,50.1200,,134.7100,113.9000,23.9900,3.2600,367.6900,19.2750,279.3700,153.1700,203.9100,142.0200,138.9000,44.4000,,36.6600,325.2700,5.1000,4.1817,59.5300,172.7300,,,120.9000,,75.4300,4.2500,,,,,83.8452,,32.4020,106.3000,40.4700,14.4200,15.5000,,48.3400,,139.5100,16.9000,41.8200,119.8400,91.3200,44.5300,1.1400,265.9600,11.6900,1.9200,180.5700,84.3200,,276.1800,176.3700,41.3001,11670.0000,38.3267,,83.7900
2019-07-16,34.2200,51.1250,305.7000,38.6500,,46.0100,33.8500,100.4950,205.0000,,38.6100,28.4130,12.0000,477.1700,212.8800,139.0900,10.0600,19.7500,157.1300,57.6200,124.7600,63.1600,,144.3000,37.7500,89.5500,51.7353,88.6200,,6.1200,57.6730,5.4600,215.5200,26.8600,12.2900,11.5300,49.1700,,132.5000,115.1200,24.1500,3.3300,365.3500,18.9810,276.6200,151.7900,203.8400,141.2700,137.0800,43.0600,,36.5990,323.8300,5.1200,4.1770,58.6100,169.6900,,,119.7100,,75.6700,4.2500,,,,,83.8200,,31.7390,102.9800,40.0700,14.5400,15.0000,,47.3600,,137.1600,16.8253,41.7700,118.6800,93.9200,44.1300,1.1100,264.6600,11.6500,2.0500,179.3100,84.2100,,275.2800,176.1600,38.9191,11070.0000,38.2533,,82.5900
2019-07-17,33.2600,50.8375,309.3900,38.0900,,46.2200,33.6000,99.6015,217.6700,,38.1300,28.5080,11.6000,471.0000,207.4500,135.7300,10.0900,19.6700,158.2400,57.2100,124.1400,62.2500,,142.5700,37.9200,89.7000,49.7417,92.3300,,6.1650,57.3370,5.3100,213.3000,27.2800,12.2600,11.4900,49.3900,,131.8600,113.9900,23.6400,3.3200,358.4700,19.1720,275.2800,160.7900,201.8000,140.6700,136.2700,43.3700,,36.2440,322.0000,5.1600,4.2428,57.9900,174.0500,,,118.8100,,75.7600,3.0000,,,,,81.8754,,32.5320,102.1200,38.6300,14.9400,14.9300,,47.0000,,136.4300,16.9907,41.6300,117.1800,94.7800,43.6200,1.1000,266.6500,11.6400,2.0300,179.1500,83.2400,,273.4200,177.1400,38.9191,11010.0000,38.2000,,82.0000
