Date,AAL,AAPL,ADBE,ADPT,AGRX,AMAT,AMD,AMZN,ASML,ASTS,ATRO,AVGO,BE,BLK,BRK.B,CAT,CCJ,COPX,CRM,CSCO,CVX,DAL,DASH,DIS,DKS,EA,GE,GH,GLUU,GOLD,GOOGL,GPRO,GS,IAU,IBN,INFY,INTC,IREN,JNJ,JPM,KTOS,LEU,LMT,LRCX,MA,MDB,META,MOH,MSFT,MU,NBIS,NFLX,NOC,NOK,NVDA,ORCL,PEN,PL,PLTR,PYPL,QBTS,QCOM,QUBT,RDDT,RGTI,RIVN,RKLB,RTX,S,SHOP,SLAB,SLB,SLV,SNAP,SNDK,STX,TCGL,TEAM,TSLA,TSM,TXN,UAL,UBER,UEC,UNH,URA,UUUU,V,VLO,VMW,VOO,VRTX,WDC,WKHS,WMT,WORK,ZS
2021-10-12,20.2900,141.5100,580.6900,32.7100,,126.7600,105.0400,162.3665,725.0500,10.7800,13.6900,48.5280,20.8100,836.1900,278.6200,189.9200,24.4900,36.5800,279.0000,54.2800,107.1500,43.5400,199.0000,173.1300,114.6800,136.6700,63.9963,103.5700,,32.5700,136.4490,8.8000,386.5300,33.5200,18.8800,21.8800,52.1700,,157.6900,165.3600,22.3400,48.6000,358.1200,54.6780,345.3400,470.9400,323.7700,280.6900,292.8800,66.7200,,62.4940,390.0700,5.8000,20.6710,95.5700,261.6200,9.9200,23.6900,255.8500,9.8100,122.9500,5.3600,,9.8900,,13.5000,89.7200,54.9400,135.7220,138.5800,32.8800,20.9300,75.2600,,79.0100,,397.4700,268.5733,109.2000,188.4800,49.6700,46.7200,3.3500,403.2400,26.9200,7.4900,224.0500,78.9200,,398.7600,180.2100,40.9675,19290.0000,46.4600,,277.7200
2021-10-13,19.6100,140.9100,591.1200,33.0500,,128.2100,109.1600,164.2140,744.4200,10.8700,13.6500,48.5010,22.0800,867.8100,277.9000,188.9400,25.6400,37.4700,284.4100,54.6200,107.7900,41.0300,205.4200,172.9600,119.9400,136.4400,63.7720,102.0100,,33.7800,137.5820,8.9200,386.3100,34.1100,18.9300,22.6500,52.2600,,159.2000,161.0000,22.1800,51.2400,361.7600,54.4410,342.3500,494.0200,324.5400,275.5700,296.3100,66.3800,,62.9760,388.7000,5.8400,20.9390,96.4000,263.4500,9.9600,24.1300,256.3600,9.8100,125.0400,5.8700,,9.8500,,13.2500,89.6800,59.0600,139.8970,139.9000,32.7600,21.3300,74.9500,,79.5700,,407.0400,270.3600,109.9800,187.1000,47.8800,46.4100,3.5400,403.5500,28.7600,7.8600,222.4600,78.1400,,400.0400,181.3400,40.9751,20040.0000,46.1233,,286.6400
2021-10-14,19.6400,143.7600,607.5100,33.3900,,132.0700,111.9900,164.9930,778.2900,10.6400,13.6800,49.7600,21.8300,892.5100,281.6400,194.3300,25.2900,38.6700,290.0200,55.6500,108.8100,41.2000,212.4300,174.4100,119.1300,135.7100,64.0088,104.2400,,34.0900,141.1510,9.0200,391.2000,34.2000,19.3700,22.7100,53.9000,,160.1100,163.4700,22.7400,51.9300,362.0700,56.7930,344.5800,489.3000,328.5300,280.0400,302.7500,67.8000,,63.3800,389.9400,5.9500,21.7460,95.2800,269.7100,9.9450,24.3500,266.4500,9.8100,128.6600,5.8800,,9.8700,,13.5700,89.1700,60.0000,140.6750,144.9800,33.5200,21.8000,76.6400,,82.5000,,406.7300,272.7733,112.5600,192.4900,47.9100,47.2800,3.4200,420.3600,27.9300,7.8600,225.1800,79.1700,,406.7600,181.9000,42.7438,19620.0000,46.6233,,293.8900
2021-10-15,19.9800,144.8400,610.0900,33.5000,,131.5900,112.1200,170.4510,789.4000,10.2100,14.1300,50.3250,21.1300,907.2600,284.2100,199.0200,24.9900,39.7500,291.6600,55.2500,109.6100,40.9900,214.0700,176.4600,119.7400,134.7500,65.0492,101.6000,,34.4000,141.3680,8.8300,406.0700,33.6600,19.4500,23.3800,54.4600,,161.3000,166.6100,22.4800,49.4500,365.6200,56.4470,356.0000,491.8100,324.7600,280.0900,304.2100,67.6800,,62.8290,395.3600,5.9000,21.8620,95.3300,267.7500,9.9500,24.0000,268.3500,9.8100,130.2000,5.7400,,9.8500,,12.8000,90.9200,59.5800,142.4580,146.6900,34.0000,21.5800,77.3400,,81.9900,,409.7400,281.0100,114.8600,194.4500,48.0000,48.3600,3.4100,428.0700,27.5200,7.8000,230.9900,78.6600,,409.9300,181.7700,41.8821,19500.0000,46.8500,,292.7000
2021-10-18,19.8400,146.5500,622.8300,31.9800,,133.2800,116.4300,172.3370,788.2200,10.3500,13.7100,50.3360,21.2700,896.3100,282.5900,198.1800,26.4700,40.1000,291.7000,55.1900,109.5600,41.0100,215.3700,171.1400,123.7300,134.7100,64.8685,99.4400,,34.2450,142.7780,9.0600,413.6900,33.5700,19.9000,23.7800,54.4700,,160.1200,166.5500,22.2400,49.9300,365.0000,56.8700,358.4400,503.9600,335.3400,276.2800,307.2900,67.2600,,63.7970,393.8900,5.9100,22.2220,96.5100,265.7500,9.9600,24.2600,270.3300,9.8000,130.1200,5.5300,,9.8900,,12.4000,90.8000,62.6400,146.5110,148.2100,34.1600,21.4900,75.8000,,81.2400,,414.7700,290.0367,115.3400,194.9100,47.1700,47.0700,3.4900,424.6200,28.8200,8.2800,230.6500,78.1300,,411.1800,180.8000,41.8745,19110.0000,47.2267,,301.3100
2021-10-19,19.5300,148.7600,636.0700,33.8900,,134.6000,116.3300,172.2075,800.9600,10.3400,13.8000,51.0390,21.6700,901.6500,284.8300,201.1400,26.6200,39.9600,292.3400,55.7400,111.7000,40.4500,213.3300,171.1800,120.7300,136.7500,65.2486,105.0600,,33.6750,143.2370,9.1300,412.1600,33.6800,20.0900,24.2200,55.2100,,163.8700,168.5700,22.7900,51.8200,371.0700,57.0830,362.1000,508.0100,339.9900,281.9200,308.2300,67.5700,,63.9000,399.3000,5.8500,22.2900,97.0600,272.3300,9.9500,24.6900,271.7000,9.8100,132.5000,5.4300,,10.0200,,12.3600,91.2300,62.4900,148.5740,149.4500,34.5400,21.8900,76.4300,,81.1200,,410.4600,288.0900,116.9600,198.2300,46.2200,47.0500,3.5600,424.3800,29.0000,8.2700,233.5200,80.1500,,414.3800,185.4100,42.0635,19830.0000,48.2300,,298.0300
2021-10-20,19.5200,149.2600,632.3700,33.9300,,133.9800,116.3900,170.7530,767.7000,10.5000,13.5600,50.9390,20.9100,902.9300,287.4900,204.1900,26.8700,40.0000,290.0900,56.2000,113.1600,40.3000,215.6800,170.5500,118.9500,139.2000,66.0398,106.4400,,33.8700,141.7690,9.1500,407.8900,33.9800,19.9700,24.1300,55.3700,,163.7800,170.8400,22.7500,53.0000,371.1300,56.5500,356.7700,504.5000,340.7800,290.1000,307.4100,68.2700,,62.5140,400.8800,5.9200,22.1030,96.6400,273.7800,9.9400,24.2200,258.3600,9.8100,132.1600,5.4100,,10.0200,,12.7200,91.6800,62.5600,148.7470,149.7100,34.7400,22.5300,75.6500,,80.5300,,409.6900,288.6000,115.5900,199.3800,45.9500,46.0000,3.9900,435.0900,29.6100,8.7000,231.4200,81.0400,,415.9900,185.4900,42.6379,19770.0000,48.6667,,297.6700
2021-10-21,19.8900,149.4800,638.6600,33.9200,,133.3400,119.3300,171.7505,787.5600,10.4400,13.5300,51.4150,21.2000,903.7200,286.8200,202.1400,26.0200,38.6800,289.8100,55.6900,111.7400,40.4000,218.8200,171.3400,123.9500,140.6300,64.2642,109.5200,,33.4800,141.8860,9.1400,407.5900,33.9500,20.0900,23.4100,56.0000,,163.4000,169.5000,22.7000,52.3900,373.1400,55.5420,356.2100,509.4300,341.8800,296.2500,310.7600,68.6400,,65.3160,402.7700,5.9500,22.6920,96.3000,278.5000,9.9700,24.7800,243.2100,9.7900,133.0500,5.1800,,10.0700,,12.6600,91.6100,65.7600,149.6710,152.6300,34.3000,22.3500,75.1100,,82.2400,,417.1200,298.0000,116.2900,201.2900,46.7200,46.4700,3.9200,442.2800,28.6000,8.5200,230.2400,82.0000,,417.0100,187.0900,42.9327,20040.0000,48.9367,,305.6900
2021-10-22,19.1500,148.6900,643.5800,33.6400,,135.9300,119.8200,166.7775,800.9700,10.2300,13.2700,51.5410,20.1900,914.9700,289.2400,200.6500,25.9300,38.2500,292.5600,55.1100,112.8000,39.7400,213.8300,169.4200,125.8200,141.0700,64.8249,109.3500,,33.9550,137.5665,8.8900,414.3200,34.1500,19.9000,23.0100,49.4600,,163.7200,171.7800,22.4800,48.7400,374.6000,55.6740,358.6700,504.8900,324.6100,297.8900,309.1600,67.5100,,66.4780,406.2100,5.8800,22.7260,98.2500,279.0000,9.9900,24.4300,240.4000,9.7900,131.6200,5.2800,,10.0750,,13.0000,91.8600,63.7900,142.5850,151.5100,33.9100,22.5400,55.1400,,87.2300,,423.2000,303.2267,114.2300,199.0700,46.7300,45.5100,3.9200,449.1600,28.3200,8.5000,231.2300,80.9900,,416.5900,183.5200,43.1217,18870.0000,49.4467,,307.8700
2021-10-25,19.2300,148.6400,646.9700,34.0000,,135.7600,122.3600,166.0185,788.4400,10.7900,13.1800,52.2070,27.6900,924.7400,290.2600,202.2100,26.5000,39.1000,293.9200,55.1400,113.8500,39.5100,216.3300,172.0100,127.9000,142.1900,65.6037,114.5400,,34.9550,137.4470,8.8900,414.7500,34.3900,21.8700,22.9300,49.4100,,164.0800,170.9400,22.3600,49.5000,376.3300,55.1970,360.8600,518.8700,328.6900,297.6000,308.1300,68.7600,,67.1660,406.6200,5.6600,23.1660,97.8900,278.1900,9.9900,25.4100,246.8800,9.8100,131.9300,5.3600,,10.0500,,12.9900,91.3000,65.2600,142.5160,153.4400,34.3600,22.7400,54.5000,,89.1600,,429.0100,341.6200,113.6400,200.2000,46.6500,45.7200,4.0400,449.4900,28.9400,8.7700,233.8800,82.6900,,418.7500,184.9900,42.9554,19380.0000,50.0200,,311.2000
2021-10-26,19.3900,149.3200,642.5000,33.8300,,132.0000,122.9300,168.8035,791.2300,11.0600,13.1900,53.3870,28.4100,931.5800,290.8500,199.6400,26.8300,38.6300,295.1100,55.8100,114.1000,39.7100,212.9300,172.0400,124.3600,142.4000,66.9369,114.4800,,35.4200,139.3085,8.6500,417.6100,34.1300,21.7000,22.6900,48.2800,,165.7500,171.4000,22.4000,52.5000,331.9100,54.8940,357.3200,501.6800,315.8100,299.4600,310.1100,68.9400,,66.8520,396.5700,5.7000,24.7170,96.9800,275.5400,10.0000,25.5200,243.0000,9.8200,131.9400,5.1200,,10.1300,,13.2200,89.1600,66.0000,136.3700,154.8600,34.2600,22.3700,55.3900,,88.0700,,424.5200,339.4767,114.1800,196.9800,46.7900,46.0200,4.0200,454.6400,28.9500,8.8000,231.8200,81.8800,,419.1500,184.0700,42.5699,19830.0000,49.5833,,315.3200
2021-10-27,19.0300,148.8500,640.0800,32.3600,,132.1600,122.2800,169.6245,801.0000,10.7900,12.8700,52.3110,27.6100,917.2700,287.7800,196.1300,25.4500,37.2700,295.1500,56.1800,112.0700,39.0700,198.9500,169.5500,122.1900,140.3700,64.7003,112.2800,,35.7850,146.2175,8.5600,410.9900,34.2200,21.7200,22.5500,47.8900,,163.7400,167.8300,21.4800,53.1400,330.9400,55.3620,335.7200,497.9600,312.2200,295.6200,323.1700,68.2400,,66.2920,388.1500,5.7600,24.4510,96.0300,271.4100,9.9800,25.0600,234.9400,9.8000,131.2000,5.3100,,10.3000,,12.8400,89.1600,63.7900,136.1120,184.0600,32.5400,22.2900,52.0200,,88.0300,,412.8800,345.9533,113.7500,187.1000,45.8200,44.7300,3.7600,453.4800,27.3900,8.1300,215.7800,78.6700,,417.3300,180.9400,41.9350,19290.0000,49.1767,,310.1000
2021-10-28,19.1900,152.5700,639.2800,34.5500,,136.0200,121.1600,172.3285,813.1900,11.1900,12.7600,52.9570,29.2500,935.4800,289.7200,204.0900,25.4700,37.4800,298.3800,56.2400,113.1200,39.1500,196.0000,169.6800,123.3700,140.2300,65.5788,118.1900,,36.3800,145.8490,8.7300,414.8200,34.2200,21.2900,22.5600,48.0800,,162.8500,170.3600,21.6500,52.4900,331.3900,56.5950,333.0300,504.6200,316.9200,297.1400,324.3500,69.5800,,67.4050,358.6400,5.8200,24.9410,96.2300,277.9100,10.0400,25.6400,236.8300,9.8200,133.6900,6.3600,,10.3000,,13.3700,89.1900,64.0100,145.7000,186.3000,33.3000,22.2700,54.3900,,89.5500,,417.3300,359.0133,116.0100,187.8700,46.0100,44.6200,3.8500,455.4400,27.4400,8.1800,209.8400,78.4600,,421.4100,182.0000,43.2955,20910.0000,49.4833,,316.3400
2021-10-29,19.2000,149.8000,650.3600,33.4100,,136.6500,120.2300,168.6215,812.8800,11.1900,12.9000,53.1670,31.2600,943.4600,287.0100,204.0100,24.3000,37.3200,299.6900,55.9700,114.4900,39.1300,194.8000,169.0700,124.2100,140.2500,65.3358,116.7900,,37.4950,148.0460,8.6100,413.3500,33.9300,21.1500,22.2800,49.0000,,162.8800,169.8900,21.3900,56.6700,332.3200,56.3570,335.5200,521.2900,323.5700,295.7200,331.6200,69.1000,,69.0310,357.2200,5.6800,25.5670,95.9400,276.5500,10.1300,25.8800,232.5900,9.8200,133.0400,6.2500,,10.5200,,14.0500,88.8600,66.4000,146.6730,188.7600,32.2600,22.0900,52.5800,,89.0700,,458.1300,371.3333,113.7000,187.4800,46.1400,43.8200,3.7200,460.4700,26.8600,7.8400,211.7700,77.3300,,422.1600,184.9300,39.5238,20190.0000,49.8067,,318.8600
2021-11-01,19.7700,148.9600,640.2000,35.3400,,139.5100,125.2300,165.9055,807.4500,11.7300,13.5200,52.8050,32.3500,936.2300,286.2400,205.3800,25.1400,37.5200,302.7600,56.1000,114.5300,40.4200,197.9400,170.1900,120.8200,141.7700,66.1831,120.4300,,37.3500,143.4970,8.7900,416.7000,34.1000,21.2800,22.4700,49.5500,,163.0200,169.8000,22.5800,60.5500,330.9300,57.2760,334.0500,498.2700,329.9800,297.9700,329.3700,70.7000,,68.1170,354.8500,5.6900,25.8270,94.3800,279.5400,10.1900,26.5600,231.2800,9.8200,134.8100,5.9100,,10.5200,,14.2600,88.5500,66.9700,152.7620,193.1700,33.3000,22.2300,53.9800,,91.9000,,450.1400,402.8633,114.1200,187.4700,48.0500,44.3600,3.8900,454.1100,27.6700,8.4100,212.4600,78.0200,,423.0500,185.4000,40.9524,21780.0000,49.9300,,318.6800
2021-11-02,19.8300,150.0200,640.4000,34.5400,,141.2100,127.6300,165.6375,812.0200,11.8500,13.2700,53.7070,32.1400,947.8500,287.9300,207.1200,25.0700,36.5500,302.9500,57.6200,113.8300,40.3900,199.1900,169.8300,124.2900,140.1700,66.4697,117.6100,,38.4300,145.4325,8.6500,423.8500,34.0300,21.1800,22.6600,49.8600,,165.5900,170.4700,22.6900,65.7100,326.3100,57.4240,328.4800,518.3600,328.0800,294.4600,333.1300,70.7600,,67.7720,353.2000,5.5600,26.4010,95.8700,279.4800,10.1700,25.9200,229.4600,9.8200,135.2300,5.9600,,10.3100,,14.2500,87.8000,64.2300,147.6640,198.5300,33.2000,21.8000,52.2000,,91.8200,,450.2900,390.6667,114.1100,189.3400,47.9800,42.8900,4.0000,452.0400,27.5800,8.5500,209.1400,75.8600,,424.6900,181.4000,41.5949,23310.0000,49.9067,,325.8700
2021-11-03,20.6300,151.4900,655.1800,35.0400,,142.7500,130.5300,169.2000,830.0200,12.0600,13.5100,54.2370,31.9700,951.7000,288.7200,203.5500,27.1900,36.2800,302.8900,57.6500,113.0100,41.2400,206.0200,170.0800,131.5300,139.5000,66.0211,114.5000,,39.5000,146.5980,9.0000,417.9000,33.7500,20.7000,22.7100,50.3900,,165.0600,170.5300,23.2800,70.7700,331.3500,58.1400,329.4300,521.2000,331.6200,303.9900,334.0000,71.2500,,68.8290,354.1100,5.7700,26.5980,96.1500,277.3400,10.1600,26.1200,230.3800,9.8200,138.4800,6.0700,,10.3800,,14.9100,88.6700,65.8300,149.5340,198.9500,32.9800,21.8100,52.9400,,93.4600,,445.4300,404.6200,114.0100,189.1900,49.0500,45.7200,4.3800,457.3300,29.5300,9.7700,208.1000,75.8800,,427.2500,189.0700,42.1542,21660.0000,50.0600,,327.5000
2021-11-04,20.6300,150.9600,674.0800,36.8500,,150.1300,137.5000,173.8500,850.4900,12.4700,13.4800,54.8620,30.1600,954.0400,287.6900,203.5900,27.1500,36.0900,308.0400,57.1200,113.5100,40.9900,207.4400,170.2800,129.5300,142.4800,65.5476,114.8000,,38.8550,148.2675,8.8800,408.0700,34.1000,20.5700,22.7100,50.3100,,164.6000,168.2900,21.4400,70.2900,335.5000,59.8730,335.4300,535.0800,335.8500,303.0500,336.4400,72.2400,,66.8400,356.6600,5.7100,29.8010,95.6300,288.0000,10.1400,26.4700,228.2200,9.8300,156.1100,5.8100,,10.3300,,15.7400,88.0600,69.2700,154.0560,203.0000,33.1500,22.0000,52.2600,,95.3000,,449.1200,409.9700,117.7900,191.1100,49.1400,45.2700,4.5700,456.7600,29.5700,10.1600,208.7800,76.3500,,429.2500,194.2100,41.6024,21660.0000,50.4267,,331.9000
2021-11-05,21.8200,151.2800,662.7200,36.8000,,153.2900,136.3400,175.9495,847.0000,12.1900,14.5500,55.8920,32.0000,955.1100,287.8800,205.8800,26.9900,36.0900,307.2500,57.0700,114.7400,44.2900,198.6800,175.6300,129.6500,139.5700,67.7469,110.1900,,35.9800,148.8520,9.5800,407.0800,34.5600,20.6400,22.7900,50.9200,,163.4300,168.0500,22.3700,64.2000,339.8900,61.0770,348.7900,555.5800,341.1300,304.1800,336.0600,72.9200,,64.5720,364.3700,5.7700,29.7520,94.9500,285.2400,10.2300,26.0000,225.7800,9.8200,163.0300,5.9100,,10.7500,,15.5100,91.1800,66.9100,152.8060,200.0600,33.5100,22.3500,53.1700,,96.7500,,440.2200,407.3633,117.8000,193.4000,52.7100,47.1900,4.5800,455.8100,29.0600,10.2800,216.6700,77.9200,,430.7100,192.8500,42.4641,19650.0000,50.0767,,338.4900
2021-11-08,22.2500,150.4400,666.0200,36.5000,,152.9600,150.1600,174.4490,849.9300,11.8000,14.3100,55.8950,35.5600,965.8700,288.8000,214.2500,28.0900,37.1100,309.9600,57.0000,115.1500,44.6500,193.1500,176.8700,130.3400,138.1600,67.5475,110.4300,,33.6150,149.0310,9.8800,408.3400,34.7000,21.0400,23.4400,51.5500,,162.8700,169.0600,22.4500,76.6900,341.7800,60.9070,349.6700,571.3000,338.6200,305.0400,336.9900,74.5600,,65.1450,363.2700,5.8600,30.8040,95.1400,274.5100,10.3600,26.7500,229.4200,9.8400,165.8500,6.1600,,10.9700,,14.9400,90.7100,69.8900,153.3770,202.6200,34.3000,22.6500,54.9000,,97.7200,,442.7600,387.6467,120.9100,192.3600,53.1100,45.8900,5.0800,462.6200,30.8300,10.8600,220.4900,77.7800,,431.2300,192.2300,42.1618,20670.0000,49.7567,,350.1700
2021-11-09,22.2600,150.8100,667.9200,34.5200,,156.2900,148.9200,178.8115,850.0500,12.4800,14.2400,55.7800,34.2900,966.7500,286.3500,209.8100,27.7200,36.4300,309.7100,57.4400,116.0000,44.5300,192.0100,175.1100,135.1300,139.7900,69.3355,107.8100,,34.4650,148.9185,9.8900,405.3500,34.8700,21.1100,23.3000,51.2000,,162.5100,167.7800,22.1700,73.9900,338.1700,62.1910,344.6500,576.7700,335.3700,305.3800,335.9500,75.5900,,65.5990,364.5200,5.7900,30.6570,94.5900,274.7800,10.4900,24.2500,205.4200,9.8400,166.7400,7.5200,,10.8400,,14.8400,90.9900,74.8700,155.4850,198.3900,34.1400,22.5300,54.8200,,99.2900,,444.5000,341.1667,121.7800,190.7900,52.8100,45.5100,5.2800,464.3500,30.8800,10.9700,213.3900,78.2500,,429.7200,191.0900,42.5170,19920.0000,49.9300,,352.6100
2021-11-10,21.5700,147.9200,647.5000,33.4800,,150.4000,139.8700,174.1025,817.8500,11.9300,14.3800,54.8770,33.0300,959.2100,285.3200,206.6700,26.3600,35.5100,299.6700,57.7700,114.1500,43.7100,214.2400,174.4500,130.0800,139.2800,67.8839,103.7700,,35.0100,145.8935,9.6700,399.1200,35.2600,20.7600,22.9600,50.7600,,164.2700,167.6200,21.6300,69.6500,337.6300,60.5780,357.9400,554.9600,327.6400,302.6800,330.8000,73.4100,,64.6910,362.1000,5.7000,29.4590,93.8300,269.6500,10.2300,22.5200,204.6400,9.8300,159.8000,7.1300,,10.4600,100.7300,14.5900,90.1800,70.7200,147.4000,195.1100,32.7300,22.8700,52.8800,,99.0200,,433.5700,355.9833,118.2000,187.0200,51.7700,43.3800,5.2000,459.9000,29.1700,10.4400,215.5600,76.8600,,426.2600,187.9100,41.7687,19920.0000,49.4800,,337.1100
2021-11-11,21.3300,147.8700,643.1700,33.7500,,153.9000,146.0100,173.6250,833.3900,12.4900,14.4400,55.5400,33.8900,965.6000,284.6500,208.5300,27.5500,37.1200,302.9800,56.7600,114.1600,43.4500,227.4200,162.1100,130.3600,144.4500,66.6628,105.2800,,36.2800,145.7665,10.4600,402.3400,35.4500,20.6000,23.2000,50.5300,,163.0600,167.6100,21.6800,80.0100,335.8900,61.3700,354.3400,548.6800,327.7400,312.5700,332.4300,74.5500,,65.7580,359.9400,5.7100,30.3900,94.0400,264.6200,10.3600,22.9900,202.0300,9.8300,164.4200,6.5700,,10.4100,122.9900,14.2300,89.0500,73.1500,149.0340,202.3800,32.7800,23.3500,53.2900,,105.2600,,441.5900,354.5033,118.1900,188.6000,51.3400,43.2800,5.4900,457.3900,30.2000,10.9800,210.4200,77.2200,,426.4000,185.8700,44.4596,21300.0000,49.5000,,343.6200
2021-11-12,20.2900,149.9900,657.6000,33.2100,,156.8200,147.8900,176.2575,851.6300,12.8500,14.1400,56.3220,34.1500,971.4900,285.9900,209.2700,27.5700,37.7600,306.6500,56.8200,114.2300,42.2200,245.9700,159.6300,131.1800,145.4400,67.0304,103.8000,,37.5700,148.6780,11.1600,404.9100,35.5000,20.6600,23.7000,50.3100,,165.0100,166.8600,21.7400,85.5900,339.0600,62.4420,363.5000,566.8300,340.8900,313.2200,336.7200,77.3000,,68.2610,359.6500,5.6800,30.3900,93.5400,266.6900,10.4600,22.8300,208.3000,9.8200,164.9400,6.5600,,10.5500,129.9500,14.3700,88.8600,76.3000,166.9520,202.9800,32.7600,23.4200,53.7000,,108.1200,,445.1200,344.4733,118.6900,190.0800,49.8300,45.1200,5.4700,458.9900,30.1400,10.9900,212.0900,76.5800,,429.5700,187.2900,45.7748,21510.0000,49.2533,,349.0700
2021-11-15,20.3200,150.0000,659.7300,32.5800,,156.2700,146.4900,177.2840,856.7200,12.5200,14.0000,56.5770,30.3700,953.2400,284.6700,207.7100,27.1300,36.7200,305.4900,57.2700,116.8200,42.3800,242.7200,158.4300,134.4400,141.2800,66.4572,103.6500,,37.2650,148.4520,11.6200,404.8100,35.4500,20.5200,23.6300,50.3200,,163.5200,166.5600,21.8200,74.7400,340.9200,63.0260,361.3600,561.8900,347.5600,308.8200,336.0700,76.7800,,67.9330,360.0000,5.5900,30.0250,94.0200,257.4700,10.5400,23.4100,212.5400,9.8500,168.5100,6.3700,,10.4400,149.3600,14.2900,89.3500,71.5500,165.6500,206.9400,32.7200,23.2400,55.5300,,105.6600,,433.9900,337.7967,118.1200,189.2300,50.4800,43.6100,5.1600,450.8000,29.5000,10.2700,212.3000,77.3500,,429.7700,186.8600,44.5427,21540.0000,48.9700,,345.8000
2021-11-16,19.8400,151.0000,671.0300,32.6100,,157.8600,152.4500,177.0350,860.5500,12.4700,13.7200,56.8770,30.9600,948.9500,283.3600,205.4300,26.3200,36.3100,307.0900,57.0000,117.2800,41.0400,234.6500,158.8300,138.0500,139.5600,64.3888,105.2300,,36.7850,147.8760,11.6400,403.0900,35.2100,20.3100,24.0300,50.6100,,162.6700,165.3600,21.4600,74.0000,340.3700,63.4260,369.5600,585.0300,342.9600,308.3000,339.5100,76.8100,,68.7400,354.6000,5.5900,30.2030,95.6100,265.4200,10.8700,23.1300,215.6700,9.8600,181.8100,7.4200,,11.2200,172.0100,15.4800,88.9000,74.6900,167.5320,210.1000,32.8900,22.9600,55.1100,,103.6600,,443.9600,351.5767,118.0800,188.5200,49.2000,45.7600,4.8800,449.6200,28.4000,9.8500,215.1800,77.9400,,431.4100,188.3300,44.2026,21240.0000,47.7233,,353.7500
2021-11-17,19.8600,153.4900,670.6700,32.1500,,155.9800,151.3400,177.4500,859.4600,12.0900,13.5200,56.9640,31.3200,931.5400,281.5900,202.9800,26.1800,35.9300,308.0200,56.7600,115.4200,40.7100,229.4600,157.3300,135.0200,138.1400,63.5415,105.3300,,36.1150,148.0470,11.5500,391.5500,35.5300,20.3800,23.7400,50.2300,24.4500,163.2800,164.4700,21.2500,67.9400,341.9900,63.0630,359.1700,570.0000,340.7700,307.7500,339.1200,75.4600,,69.1690,353.9600,5.6800,29.2610,95.3300,266.5100,11.4000,22.4900,206.2700,9.8600,183.5400,7.2600,,11.8800,146.0700,16.2800,87.4500,73.7100,163.7810,206.1300,32.0600,23.1700,54.5600,,100.8900,,440.2400,363.0033,119.0600,189.5700,48.7400,44.1100,4.7500,448.9500,28.1900,9.8900,205.0600,73.4500,,430.3700,188.2500,42.6984,20340.0000,47.3133,,356.0000
2021-11-18,19.3900,157.8700,670.9600,28.6000,,158.7400,155.0200,184.8030,879.1200,11.8600,13.0600,57.4810,29.8300,922.7700,280.6300,201.4200,26.6400,36.0200,302.9900,53.6300,114.4500,40.1200,228.8100,155.5800,140.2500,137.3300,62.7191,99.9300,,34.8600,149.8385,11.4500,391.3700,35.4100,20.5000,23.6500,49.6800,23.4000,162.4000,163.0500,20.8000,69.9200,342.0800,63.5800,348.2200,567.7900,338.6900,306.9600,341.2700,77.0200,,68.2020,351.4200,5.8300,31.6750,94.6600,260.1700,11.2100,21.5000,200.5000,9.8500,186.3200,6.6700,,12.0500,123.3800,15.4800,86.9100,72.1300,168.1300,204.3600,31.8600,22.9600,53.4700,,101.2500,,440.6900,365.4600,123.3900,193.4700,47.4300,45.0000,4.9000,449.4700,28.5600,10.0500,203.3300,72.9600,,431.8600,185.4100,42.1013,19050.0000,47.7200,,365.6500
2021-11-19,19.2800,160.5500,688.3700,27.3500,,150.0300,155.4100,183.8285,857.1700,11.7100,12.7000,56.8720,29.9500,914.9500,279.9900,200.4400,25.2900,36.0000,301.1700,53.2500,111.9100,39.6900,215.2500,154.0000,138.5900,132.3900,62.2768,97.5800,,33.5200,148.9265,11.1700,387.3900,35.1500,20.4700,23.5900,49.5200,24.8000,162.8900,160.9200,20.2200,64.1800,341.4400,64.4500,339.7200,569.7700,345.3000,298.0000,343.1100,83.0300,,67.8800,353.1300,5.8100,32.9850,93.9700,262.0200,11.4000,21.4100,193.6100,9.8500,185.0000,6.5900,,11.8800,128.6000,15.5000,85.4300,70.3000,169.0600,205.2500,30.0500,22.7500,51.3200,,100.7800,,429.8600,379.0200,124.2600,195.1600,46.1100,44.2300,4.2900,440.0000,27.2400,9.1800,200.8600,69.0700,,431.0500,182.8800,42.3432,18810.0000,47.4633,,368.7800
